Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"The importance of cognitive diversity for sustaining the commons","Nature Communications","","10","1","10.1038/s41467-019-08549-8","Jacopo A. BaggioJacob FreemanThomas R. CoyleTam The NguyenDale HancockKarrie E. ElpersSamantha NabityH. J. Francois Dengah IIDavid Pillow","2019","http://link.springer.com/article/10.1038/s41467-019-08549-8","Article"
"On the validity of measuring brand images by rating concepts and free associations","Journal of Brand Management","","19","4","10.1057/bm.2011.39","Jeffrey E DanesJeffrey S HessJohn W StoryKeith Vorst","2012","http://link.springer.com/article/10.1057/bm.2011.39","Article"
"Developing the PhD thesis project in relation to individual contexts: a multiple case study of five doctoral researchers","Higher Education","","85","5","10.1007/s10734-022-00882-0","Kelsey Inouye","2023","http://link.springer.com/article/10.1007/s10734-022-00882-0","Article"
"Spline-based shape optimization of large-scale composite leaf spring models using Bayesian strategies with multiple constraints","Structural and Multidisciplinary Optimization","","65","9","10.1007/s00158-022-03333-7","Jens WinterSierk FiebigThilo FrankeRonald BartzThomas Vietor","2022","http://link.springer.com/article/10.1007/s00158-022-03333-7","Article"
"IoT-based botnet attacks systematic mapping study of literature","Scientometrics","","126","4","10.1007/s11192-020-03819-5","Habiba HamidRafidah Md NoorSyaril Nizam OmarIsmail AhmedyShaik Shabana AnjumSyed Adeel Ali ShahSheena KaurFazidah OthmanEmran Mohd Tamil","2021","http://link.springer.com/article/10.1007/s11192-020-03819-5","Article"
"In-Service Teachers’ Conception of Creativity and Its Relation with Technology: A Perspective from Thailand","The Asia-Pacific Education Researcher","","29","2","10.1007/s40299-019-00460-6","Woei HungJirarat Sitthiworachart","2020","http://link.springer.com/article/10.1007/s40299-019-00460-6","Article"
"Design and evaluation of a gesture interactive alphabet learning digital-game","Education and Information Technologies","","29","11","10.1007/s10639-023-12399-9","Venkateswara Rao TadiboyinaBBVL DeepakDhananjay Singh Bisht","2024","http://link.springer.com/article/10.1007/s10639-023-12399-9","Article"
"Doctoral students’ experiences leading to completion or attrition: a matter of sense, progress and distress","European Journal of Psychology of Education","","32","1","10.1007/s10212-016-0290-0","Christelle DevosGentiane BoudrenghienNicolas Van der LindenAssaad AzziMariane FrenayBenoit GalandOlivier Klein","2017","http://link.springer.com/article/10.1007/s10212-016-0290-0","Article"
"Automated training-set creation for software architecture traceability problem","Empirical Software Engineering","","22","3","10.1007/s10664-016-9476-y","Waleed ZogaanIbrahim MujhidJoanna C. S. SantosDanielle GonzalezMehdi Mirakhorli","2017","http://link.springer.com/article/10.1007/s10664-016-9476-y","Article"
"Interrelations Between Foreign Language Listening Anxiety and Strategy Use and Their Predicting Effects on Test Performance of High- and Low-Proficient Chinese University EFL Learners","The Asia-Pacific Education Researcher","","25","4","10.1007/s40299-016-0294-1","Meihua Liu","2016","http://link.springer.com/article/10.1007/s40299-016-0294-1","Article"
"Intelligent personal assistants in self-access L2 vocabulary learning","Education and Information Technologies","","","","10.1007/s10639-024-12967-7","Assim S. Alrajhi","2024","http://link.springer.com/article/10.1007/s10639-024-12967-7","Article"
"The Relevance of Sociocultural Theory to Culturally Diverse Partnerships and Communities","Journal of Child and Family Studies","","10","1","10.1023/A:1016625432567","Levan LimPeter Renshaw","2001","http://link.springer.com/article/10.1023/A%3A1016625432567","Article"
"In pursuit of satisfaction and the prevention of embarrassment: affective state in group recommender systems","User Modeling and User-Adapted Interaction","","16","3 - 4","10.1007/s11257-006-9008-3","Judith MasthoffAlbert Gatt","2006","http://link.springer.com/article/10.1007/s11257-006-9008-3","Article"
"The academic brand of aphasia: Where postmodernism and the science wars came from","Knowledge, Technology and Policy","","15","1 - 2","10.1007/s12130-002-1024-y","James Drake","2002","http://link.springer.com/article/10.1007/s12130-002-1024-y","Article"
"Concepts and Reasoning: a Conceptual Review and Analysis of Logical Issues in Empirical Social Science Research","Integrative Psychological and Behavioral Science","","58","2","10.1007/s12124-023-09792-x","Qingjiang Yao","2024","http://link.springer.com/article/10.1007/s12124-023-09792-x","Article"
"Emergence from brain architectures: a new cognitive science?","Cognitive Processing","","5","1","10.1007/s10339-003-0001-z","Igor Aleksander","2004","http://link.springer.com/article/10.1007/s10339-003-0001-z","Article"
"Implementation and Assessment of Project-Based Learning in a Flexible Environment","International Journal of Technology and Design Education","","13","3","10.1023/A:1026125427344","Yaron Doppelt","2003","http://link.springer.com/article/10.1023/A%3A1026125427344","Article"
"Convergent evolution of complex cognition: Insights from the field of avian cognition into the study of self-awareness","Learning & Behavior","","49","1","10.3758/s13420-020-00434-5","Luigi BaciadonnaFrancesca M. CorneroNathan J. EmeryNicola S. Clayton","2021","http://link.springer.com/article/10.3758/s13420-020-00434-5","Article"
"mSickle: sickle cell identification through gradient evaluation and smartphone microscopy","Journal of Ambient Intelligence and Humanized Computing","","14","10","10.1007/s12652-022-03786-0","Shaurjya MandalDebanjan DasVenkanna Udutalapally","2023","http://link.springer.com/article/10.1007/s12652-022-03786-0","Article"
"Differential analysis of gene regulatory networks modeled with structural equation models","Journal of Ambient Intelligence and Humanized Computing","","12","10","10.1007/s12652-020-02622-7","Yan LiDayou LiuYungang ZhuJie Liu","2021","http://link.springer.com/article/10.1007/s12652-020-02622-7","Article"
"Mathematics Teaching as a Deliberate Practice: An Investigation of Elementary Pre-service Teachers' Reflective Thinking During Student Teaching","Journal of Mathematics Teacher Education","","7","1","10.1023/B:JMTE.0000009970.12529.f4","Amy Roth McDuffie","2004","http://link.springer.com/article/10.1023/B%3AJMTE.0000009970.12529.f4","Article"
"Space-filling and print path generation methods for large-area 3D concrete printing pavements","Architectural Intelligence","","2","1","10.1007/s44223-023-00032-1","Shuyi HuangWeiguo XuHanyang Hu","2023","http://link.springer.com/article/10.1007/s44223-023-00032-1","Article"
"Linking Linear/Nonlinear Thinking Style Balance and Managerial Ethical Decision-Making","Journal of Business Ethics","","80","2","10.1007/s10551-007-9422-4","Kevin GrovesCharles VanceYongsun Paik","2008","http://link.springer.com/article/10.1007/s10551-007-9422-4","Article"
"Product-, corporate-, and country-image dimensions and purchase behavior: A multicountry analysis","Journal of the Academy of Marketing Science","","32","3","10.1177/0092070304264262","Ming-Huei HsiehShan-Ling PanRudy Setiono","2004","http://link.springer.com/article/10.1177/0092070304264262","Article"
"The Ensemble Hypothesis of Human Cognitive Evolution","Evolutionary Psychological Science","","5","1","10.1007/s40806-018-0159-3","Ronald T. KelloggLuke Evans","2019","http://link.springer.com/article/10.1007/s40806-018-0159-3","Article"
"The Department of Social Relations and “Systems Theory” at Harvard: 1948-50","International Journal of Politics, Culture, and Society","","13","4","10.1023/A:1022923107834","Arthur J. Vidich","2000","http://link.springer.com/article/10.1023/A%3A1022923107834","Article"
"Pediatric Medulloblastoma: a Case of Recurrent Disease and Resiliency","Journal of Pediatric Neuropsychology","","3","2","10.1007/s40817-017-0032-5","Grace A. MucciRachel LesyshynLauren Barrett GrossmanAlyssa SaizTara DeLucoWei-Ping Violet Shen","2017","http://link.springer.com/article/10.1007/s40817-017-0032-5","Article"
"The PARAChute Project: Remote Monitoring of Posture and Gait for Fall Prevention","EURASIP Journal on Advances in Signal Processing","","2007","1","10.1155/2007/27421","David J. HewsonJacques DuchêneFrançois CharpilletJamal SabouneValérie Michel-PellegrinoHassan AmoudMichel DoussotJean PaysantAnne BoyerJean-Yves Hogrel","2007","http://link.springer.com/article/10.1155/2007/27421","Article"
"XII National Congress SISMES Padua, 8–10 October, 2021","Sport Sciences for Health","","17","1","10.1007/s11332-021-00838-4","","2021","http://link.springer.com/article/10.1007/s11332-021-00838-4","Article"
"Neuropsychological Predictors of Outcome Following Traumatic Brain Injury in Adults: a Meta-Analysis","Neuropsychology Review","","27","3","10.1007/s11065-017-9353-5","Fiona AllansonCarmela PestellGilles E. GignacYong Xiang YeoMichael Weinborn","2017","http://link.springer.com/article/10.1007/s11065-017-9353-5","Article"
"General education for an integrative age","Higher Education Policy","","15","1","10.1016/S0952-8733(01)00031-9","David K Scott","2002","http://link.springer.com/article/10.1016/S0952-8733%2801%2900031-9","Article"
"A survey of the recent architectures of deep convolutional neural networks","Artificial Intelligence Review","","53","8","10.1007/s10462-020-09825-6","Asifullah KhanAnabia SohailUmme ZahooraAqsa Saeed Qureshi","2020","http://link.springer.com/article/10.1007/s10462-020-09825-6","Article"
"The spontaneousness of skill and the impulsivity of habit","Synthese","","196","10","10.1007/s11229-017-1658-7","Christos Douskos","2019","http://link.springer.com/article/10.1007/s11229-017-1658-7","Article"
"An efficient virtual CPU scheduling in cloud computing","Soft Computing","","24","8","10.1007/s00500-019-04551-w","Joonhyouk JangJinman JungJiman Hong","2020","http://link.springer.com/article/10.1007/s00500-019-04551-w","Article"
"Relational Reasoning in Science, Medicine, and Engineering","Educational Psychology Review","","29","1","10.1007/s10648-016-9370-6","Denis Dumas","2017","http://link.springer.com/article/10.1007/s10648-016-9370-6","Article"
"Primary Teachers' and Students' Understanding of School Situated Design in Canada and England","Research in Science Education","","31","1","10.1023/A:1012662329259","Ann Marie HillAngela Anning","2001","http://link.springer.com/article/10.1023/A%3A1012662329259","Article"
"Association between Thalamocortical Functional Connectivity Abnormalities and Cognitive Deficits in Schizophrenia","Scientific Reports","","9","1","10.1038/s41598-019-39367-z","Pinhong ChenEnmao YeXiao JinYuyang ZhuLubin Wang","2019","http://link.springer.com/article/10.1038/s41598-019-39367-z","Article"
"The marketing discipline’s troubled trajectory: The manifesto conversation, candidates for central focus, and prognosis for renewal","AMS Review","","12","3 - 4","10.1007/s13162-022-00238-y","Shelby D. HuntSreedhar MadhavaramHunter N. Hatfield","2022","http://link.springer.com/article/10.1007/s13162-022-00238-y","Article"
"Longitudinal neurodevelopmental outcomes in preterm twins","Pediatric Research","","90","3","10.1038/s41390-020-0840-7","Rhandi ChristensenVann ChauAnne SynnesRuth E. GrunauSteven P. Miller","2021","http://link.springer.com/article/10.1038/s41390-020-0840-7","Article"
"Individual Differences in Interpersonal Accuracy: A Multi-Level Meta-Analysis to Assess Whether Judging Other People is One Skill or Many","Journal of Nonverbal Behavior","","41","2","10.1007/s10919-017-0249-0","Katja SchlegelR. Thomas BooneJudith A. Hall","2017","http://link.springer.com/article/10.1007/s10919-017-0249-0","Article"
"Evaluation of STEM students' spatial abilities based on a novel net cube imagination test","Scientific Reports","","13","1","10.1038/s41598-023-44371-5","Anita Pawlak-JakubowskaEwa Terczyńska","2023","http://link.springer.com/article/10.1038/s41598-023-44371-5","Article"
"From data to insights: the application and challenges of knowledge graphs in intelligent audit","Journal of Cloud Computing","","13","1","10.1186/s13677-024-00674-0","Hao ZhongDong YangShengdong ShiLai WeiYanyan Wang","2024","http://link.springer.com/article/10.1186/s13677-024-00674-0","Article"
"On the Identit(ies) of Mathematics Education","Interchange","","40","1","10.1007/s10780-008-9084-x","Bharath Sriraman","2009","http://link.springer.com/article/10.1007/s10780-008-9084-x","Article"
"Patiency is not a virtue: the design of intelligent systems and systems of ethics","Ethics and Information Technology","","20","1","10.1007/s10676-018-9448-6","Joanna J. Bryson","2018","http://link.springer.com/article/10.1007/s10676-018-9448-6","Article"
"Developing serious games for cultural heritage: a state-of-the-art review","Virtual Reality","","14","4","10.1007/s10055-010-0177-3","Eike Falk AndersonLeigh McLoughlinFotis LiarokapisChristopher PetersPanagiotis PetridisSara de Freitas","2010","http://link.springer.com/article/10.1007/s10055-010-0177-3","Article"
"Genetic optimized artificial immune system in spam detection: a review and a model","Artificial Intelligence Review","","40","3","10.1007/s10462-011-9285-z","Raed Abu ZitarAdel Hamdan","2013","http://link.springer.com/article/10.1007/s10462-011-9285-z","Article"
